python main.py ./simulatedPlanets/example-sim-model_allFeatures ./simulatedPlanets/fake_grammaticalSystems_allFeatures.txt --num_planet_features 2 --num_stellar_features 3 --num_labels 3 --batch_size 100 --epochs 250 --width 2 --seed 1 --dropout_prob 0.01 --train

Random seed: 1
-----------------------------------------------------------------------------------------
[DATA]
   data:          ./simulatedPlanets/fake_grammaticalSystems_allFeatures.txt
   # planets:     37811
-----------------------------------------------------------------------------------------
[TRAINING]
   num_labels:    3
   batch_size:    100
   lr:            0.002
   epochs:        250

| epoch   1 | loss 0.000000002516 | -0.000000003630 bits | time 0:00:01   
| epoch  46 | loss -0.747871435412 | 1.078950411091 bits | time 0:00:02   
| epoch  47 | loss -0.745737509080 | 1.075871806154 bits | time 0:00:02   
| epoch  48 | loss -0.744168079308 | 1.073607597606 bits | time 0:00:02   
| epoch  49 | loss -0.750450059103 | 1.082670578703 bits | time 0:00:01   
| epoch  50 | loss -0.748132936558 | 1.079327677498 bits | time 0:00:01   
| epoch  51 | loss -0.749153465111 | 1.080799988981 bits | time 0:00:01   
| epoch  52 | loss -0.749286780571 | 1.080992322534 bits | time 0:00:01   
| epoch  53 | loss -0.751588382004 | 1.084312831507 bits | time 0:00:01   
| epoch  54 | loss -0.749761481556 | 1.081677171290 bits | time 0:00:01   
| epoch  55 | loss -0.749385157487 | 1.081134250422 bits | time 0:00:01   
| epoch  56 | loss -0.753600302661 | 1.087215419461 bits | time 0:00:01   
| epoch  57 | loss -0.755922487040 | 1.090565623349 bits | time 0:00:01   
| epoch  58 | loss -0.754475747061 | 1.088478418755 bits | time 0:00:01   
| epoch  59 | loss -0.756001522799 | 1.090679647847 bits | time 0:00:01   
| epoch  60 | loss -0.762411185808 | 1.099926836884 bits | time 0:00:01   
| epoch  61 | loss -0.754699213917 | 1.088800813281 bits | time 0:00:01   
| epoch  62 | loss -0.754059784173 | 1.087878311161 bits | time 0:00:01   
| epoch  63 | loss -0.753099694887 | 1.086493195109 bits | time 0:00:02   
| epoch  64 | loss -0.760812737696 | 1.097620763720 bits | time 0:00:01   
| epoch  65 | loss -0.762685414984 | 1.100322465955 bits | time 0:00:01   
| epoch  66 | loss -0.762140010938 | 1.099535614244 bits | time 0:00:01   
| epoch  67 | loss -0.756658252279 | 1.091627108211 bits | time 0:00:01   
| epoch  68 | loss -0.764833478940 | 1.103421467173 bits | time 0:00:01   
| epoch  69 | loss -0.765181411382 | 1.103923427581 bits | time 0:00:01   
| epoch  70 | loss -0.766833465615 | 1.106306838031 bits | time 0:00:01   
| epoch  71 | loss -0.763948400448 | 1.102144568822 bits | time 0:00:01   
| epoch  72 | loss -0.765746517515 | 1.104738703397 bits | time 0:00:02   
| epoch  73 | loss -0.765963050338 | 1.105051094226 bits | time 0:00:01   
| epoch  74 | loss -0.769854442111 | 1.110665185840 bits | time 0:00:01   
| epoch  75 | loss -0.765923916035 | 1.104994635363 bits | time 0:00:02   
| epoch  76 | loss -0.767733879171 | 1.107605860203 bits | time 0:00:01   
| epoch  77 | loss -0.764685294402 | 1.103207682074 bits | time 0:00:01   
| epoch  78 | loss -0.769331328630 | 1.109910492615 bits | time 0:00:01   
| epoch  79 | loss -0.770304482027 | 1.111314456195 bits | time 0:00:01   
| epoch  80 | loss -0.769295081142 | 1.109858198544 bits | time 0:00:01   
| epoch  81 | loss -0.775898703170 | 1.119385211296 bits | time 0:00:01   
| epoch  82 | loss -0.770768624654 | 1.111984072461 bits | time 0:00:01   
| epoch  83 | loss -0.775242287911 | 1.118438204257 bits | time 0:00:01   
| epoch  84 | loss -0.777700037157 | 1.121983986906 bits | time 0:00:01   
| epoch  85 | loss -0.777743107568 | 1.122046124374 bits | time 0:00:01   
| epoch  86 | loss -0.779633653038 | 1.124773604948 bits | time 0:00:01   
| epoch  87 | loss -0.780989655876 | 1.126729903518 bits | time 0:00:01   
| epoch  88 | loss -0.783964026100 | 1.131021012690 bits | time 0:00:01   
| epoch  89 | loss -0.780714823105 | 1.126333403642 bits | time 0:00:01   
| epoch  90 | loss -0.782721566808 | 1.129228522831 bits | time 0:00:01   
| epoch  91 | loss -0.781219455214 | 1.127061433884 bits | time 0:00:01   
| epoch  92 | loss -0.785229284562 | 1.132846394798 bits | time 0:00:01   
| epoch  93 | loss -0.783158703184 | 1.129859177312 bits | time 0:00:01   
| epoch  94 | loss -0.782242123244 | 1.128536831979 bits | time 0:00:01   
| epoch  95 | loss -0.786458552041 | 1.134619852894 bits | time 0:00:01   
| epoch  96 | loss -0.785866584029 | 1.133765823579 bits | time 0:00:01   
| epoch  97 | loss -0.792561381819 | 1.143424375151 bits | time 0:00:01   
| epoch  98 | loss -0.793070879492 | 1.144159424917 bits | time 0:00:01   
| epoch  99 | loss -0.789282794835 | 1.138694373968 bits | time 0:00:01   
| epoch 100 | loss -0.799285488424 | 1.153125210404 bits | time 0:00:01   
| epoch 101 | loss -0.794345252747 | 1.145997956891 bits | time 0:00:01   
| epoch 102 | loss -0.803364303307 | 1.159009696408 bits | time 0:00:01   
| epoch 103 | loss -0.799523368832 | 1.153468399288 bits | time 0:00:01   
| epoch 104 | loss -0.800341027865 | 1.154648031921 bits | time 0:00:01   
| epoch 105 | loss -0.804146714764 | 1.160138477537 bits | time 0:00:01   
| epoch 106 | loss -0.804561175897 | 1.160736418559 bits | time 0:00:01   
| epoch 107 | loss -0.805689660100 | 1.162364477122 bits | time 0:00:01   
| epoch 108 | loss -0.808858689501 | 1.166936420123 bits | time 0:00:01   
| epoch 109 | loss -0.808682839600 | 1.166682722343 bits | time 0:00:01   
| epoch 110 | loss -0.813584514375 | 1.173754344233 bits | time 0:00:01   
| epoch 111 | loss -0.808844359223 | 1.166915745902 bits | time 0:00:01   
| epoch 112 | loss -0.813248171970 | 1.173269104713 bits | time 0:00:01   
| epoch 113 | loss -0.815089786273 | 1.175925992535 bits | time 0:00:01   
| epoch 114 | loss -0.818584034657 | 1.180967127350 bits | time 0:00:01   
| epoch 115 | loss -0.819707459699 | 1.182587887087 bits | time 0:00:01   
| epoch 116 | loss -0.822609271097 | 1.186774316001 bits | time 0:00:01   
| epoch 117 | loss -0.823017869744 | 1.187363799243 bits | time 0:00:01   
| epoch 118 | loss -0.816897258595 | 1.178533623891 bits | time 0:00:01   
| epoch 119 | loss -0.828145846842 | 1.194761906372 bits | time 0:00:01   
| epoch 120 | loss -0.819747829972 | 1.182646129080 bits | time 0:00:01   
| epoch 121 | loss -0.824994660462 | 1.190215705408 bits | time 0:00:01   
| epoch 122 | loss -0.827259273359 | 1.193482851205 bits | time 0:00:01   
| epoch 123 | loss -0.830436391378 | 1.198066463614 bits | time 0:00:01   
| epoch 124 | loss -0.831663088151 | 1.199836212965 bits | time 0:00:01   
| epoch 125 | loss -0.832795890151 | 1.201470500794 bits | time 0:00:01   
| epoch 126 | loss -0.841491003622 | 1.214014897877 bits | time 0:00:01   
| epoch 127 | loss -0.837874632398 | 1.208797577047 bits | time 0:00:01   
| epoch 128 | loss -0.839941394046 | 1.211779283828 bits | time 0:00:01   
| epoch 129 | loss -0.840613862613 | 1.212749450894 bits | time 0:00:01   
| epoch 130 | loss -0.833789701040 | 1.202904266835 bits | time 0:00:01   
| epoch 131 | loss -0.840980606060 | 1.213278549847 bits | time 0:00:01   
| epoch 132 | loss -0.841351988605 | 1.213814341602 bits | time 0:00:01   
| epoch 133 | loss -0.842868811851 | 1.216002654978 bits | time 0:00:01   
| epoch 134 | loss -0.841290740508 | 1.213725979276 bits | time 0:00:01   
| epoch 135 | loss -0.837993420837 | 1.208968952540 bits | time 0:00:01   
| epoch 136 | loss -0.848340316939 | 1.223896368233 bits | time 0:00:01   
| epoch 137 | loss -0.843503637647 | 1.216918515005 bits | time 0:00:01   
| epoch 138 | loss -0.844216321421 | 1.217946700351 bits | time 0:00:01   
| epoch 139 | loss -0.849901417944 | 1.226148560912 bits | time 0:00:01   
| epoch 140 | loss -0.855023650035 | 1.233538379748 bits | time 0:00:01   
| epoch 141 | loss -0.851690415814 | 1.228729539267 bits | time 0:00:01   
| epoch 142 | loss -0.850405176743 | 1.226875331233 bits | time 0:00:01   
| epoch 143 | loss -0.853684013311 | 1.231605692490 bits | time 0:00:01   
| epoch 144 | loss -0.854206122635 | 1.232358937022 bits | time 0:00:01   
| epoch 145 | loss -0.853315500125 | 1.231074040344 bits | time 0:00:01   
| epoch 146 | loss -0.851654709172 | 1.228678025472 bits | time 0:00:01   
| epoch 147 | loss -0.858065286224 | 1.237926533194 bits | time 0:00:01   
| epoch 148 | loss -0.858674105837 | 1.238804874230 bits | time 0:00:01   
| epoch 149 | loss -0.863237067389 | 1.245387836233 bits | time 0:00:01   
| epoch 150 | loss -0.862210974137 | 1.243907496587 bits | time 0:00:01   
| epoch 151 | loss -0.860639682074 | 1.241640601320 bits | time 0:00:01   
| epoch 152 | loss -0.855906534478 | 1.234812112756 bits | time 0:00:01   
| epoch 153 | loss -0.860594913481 | 1.241576013894 bits | time 0:00:01   
| epoch 154 | loss -0.858094058911 | 1.237968043407 bits | time 0:00:01   
| epoch 155 | loss -0.860424034828 | 1.241329488108 bits | time 0:00:01   
| epoch 156 | loss -0.864548245017 | 1.247279465696 bits | time 0:00:01   
| epoch 157 | loss -0.867629256286 | 1.251724425374 bits | time 0:00:01   
| epoch 158 | loss -0.865404228422 | 1.248514388708 bits | time 0:00:01   
| epoch 159 | loss -0.868316004647 | 1.252715193829 bits | time 0:00:01   
| epoch 160 | loss -0.863602261902 | 1.245914700546 bits | time 0:00:01   
| epoch 161 | loss -0.867120890787 | 1.250991008990 bits | time 0:00:01   
| epoch 162 | loss -0.859479958747 | 1.239967474228 bits | time 0:00:01   
| epoch 163 | loss -0.870321510964 | 1.255608527847 bits | time 0:00:01   
| epoch 164 | loss -0.870668266725 | 1.256108790664 bits | time 0:00:01   
| epoch 165 | loss -0.870619857217 | 1.256038950506 bits | time 0:00:01   
| epoch 166 | loss -0.869595204306 | 1.254560688832 bits | time 0:00:01   
| epoch 167 | loss -0.872113540336 | 1.258193879735 bits | time 0:00:01   
| epoch 168 | loss -0.874555592644 | 1.261717016489 bits | time 0:00:01   
| epoch 169 | loss -0.878047761785 | 1.266755151591 bits | time 0:00:01   
| epoch 170 | loss -0.884499688262 | 1.276063313923 bits | time 0:00:01   
| epoch 171 | loss -0.877963238782 | 1.266633210673 bits | time 0:00:01   
| epoch 172 | loss -0.875265215506 | 1.262740785874 bits | time 0:00:01   
| epoch 173 | loss -0.876241748597 | 1.264149625321 bits | time 0:00:01   
| epoch 174 | loss -0.877136117078 | 1.265439926294 bits | time 0:00:01   
| epoch 175 | loss -0.882324596508 | 1.272925319837 bits | time 0:00:01   
| epoch 176 | loss -0.880384840405 | 1.270126843327 bits | time 0:00:01   
| epoch 177 | loss -0.879908195429 | 1.269439189983 bits | time 0:00:01   
| epoch 178 | loss -0.878238812128 | 1.267030778974 bits | time 0:00:01   
| epoch 179 | loss -0.885362885715 | 1.277308644609 bits | time 0:00:01   
| epoch 180 | loss -0.885439894287 | 1.277419744494 bits | time 0:00:01   
| epoch 181 | loss -0.887668420426 | 1.280634828102 bits | time 0:00:01   
| epoch 182 | loss -0.892641629110 | 1.287809651607 bits | time 0:00:01   
| epoch 183 | loss -0.885802483810 | 1.277942850600 bits | time 0:00:01   
| epoch 184 | loss -0.897165172176 | 1.294335744756 bits | time 0:00:01   
| epoch 185 | loss -0.886600763313 | 1.279094524481 bits | time 0:00:01   
| epoch 186 | loss -0.889442493544 | 1.283194274592 bits | time 0:00:01   
| epoch 187 | loss -0.889652622407 | 1.283497426460 bits | time 0:00:01   
| epoch 188 | loss -0.891991415565 | 1.286871591751 bits | time 0:00:01   
| epoch 189 | loss -0.894713600739 | 1.290798874802 bits | time 0:00:01   
| epoch 190 | loss -0.890526933374 | 1.284758790557 bits | time 0:00:01   
| epoch 191 | loss -0.897297337061 | 1.294526418381 bits | time 0:00:01   
| epoch 192 | loss -0.889065732270 | 1.282650722971 bits | time 0:00:01   
| epoch 193 | loss -0.893661708976 | 1.289281315773 bits | time 0:00:01   
| epoch 194 | loss -0.898422668980 | 1.296149929160 bits | time 0:00:01   
| epoch 195 | loss -0.899756050361 | 1.298073591866 bits | time 0:00:01   
| epoch 196 | loss -0.894408961085 | 1.290359372684 bits | time 0:00:01   
| epoch 197 | loss -0.897138976170 | 1.294297951909 bits | time 0:00:01   
| epoch 198 | loss -0.897811952084 | 1.295268850922 bits | time 0:00:01   
| epoch 199 | loss -0.899601612997 | 1.297850785846 bits | time 0:00:01   
| epoch 200 | loss -0.898667048653 | 1.296502494502 bits | time 0:00:01   
| epoch 201 | loss -0.900139471157 | 1.298626751147 bits | time 0:00:01   
| epoch 202 | loss -0.894163018795 | 1.290004552962 bits | time 0:00:01   
| epoch 203 | loss -0.894362572001 | 1.290292447382 bits | time 0:00:01   
| epoch 204 | loss -0.899617853297 | 1.297874215646 bits | time 0:00:01   
| epoch 205 | loss -0.896481352620 | 1.293349201674 bits | time 0:00:01   
| epoch 206 | loss -0.890923676280 | 1.285331169580 bits | time 0:00:01   
| epoch 207 | loss -0.904552539295 | 1.304993462664 bits | time 0:00:01   
| epoch 208 | loss -0.900341778758 | 1.298918619319 bits | time 0:00:01   
| epoch 209 | loss -0.899055365365 | 1.297062717097 bits | time 0:00:01   
| epoch 210 | loss -0.896078882872 | 1.292768560564 bits | time 0:00:01   
| epoch 211 | loss -0.900402225888 | 1.299005826094 bits | time 0:00:01   
| epoch 212 | loss -0.903042022817 | 1.302814248033 bits | time 0:00:01   
| epoch 213 | loss -0.897585011409 | 1.294941444736 bits | time 0:00:01   
| epoch 214 | loss -0.902002649917 | 1.301314749905 bits | time 0:00:01   
| epoch 215 | loss -0.900583047351 | 1.299266696322 bits | time 0:00:01   
| epoch 216 | loss -0.903495967860 | 1.303469152295 bits | time 0:00:01   
| epoch 217 | loss -0.903904414743 | 1.304058416588 bits | time 0:00:01   
| epoch 218 | loss -0.903992299354 | 1.304185207280 bits | time 0:00:01   
| epoch 219 | loss -0.896063137495 | 1.292745844787 bits | time 0:00:01   
| epoch 220 | loss -0.901797834047 | 1.301019263063 bits | time 0:00:01   
| epoch 221 | loss -0.903227971537 | 1.303082515329 bits | time 0:00:01   
| epoch 222 | loss -0.897538912957 | 1.294874938728 bits | time 0:00:02   
| epoch 223 | loss -0.901870669193 | 1.301124341967 bits | time 0:00:01   
| epoch 224 | loss -0.904078339367 | 1.304309336779 bits | time 0:00:01   
| epoch 225 | loss -0.899982844462 | 1.298400786591 bits | time 0:00:01   
| epoch 226 | loss -0.903836358820 | 1.303960232645 bits | time 0:00:02   
| epoch 227 | loss -0.903805515697 | 1.303915735424 bits | time 0:00:01   
| epoch 228 | loss -0.903692299741 | 1.303752399326 bits | time 0:00:01   
| epoch 229 | loss -0.905385324225 | 1.306194917353 bits | time 0:00:01   
| epoch 230 | loss -0.904474856986 | 1.304881390782 bits | time 0:00:02   
| epoch 231 | loss -0.904833579441 | 1.305398917889 bits | time 0:00:01   
| epoch 232 | loss -0.901069408985 | 1.299968367840 bits | time 0:00:01   
| epoch 233 | loss -0.901878462775 | 1.301135585730 bits | time 0:00:02   
| epoch 234 | loss -0.905850368785 | 1.306865834834 bits | time 0:00:03   
| epoch 235 | loss -0.909389268754 | 1.311971388270 bits | time 0:00:05   
| epoch 236 | loss -0.906591435064 | 1.307934967479 bits | time 0:00:04   
| epoch 237 | loss -0.902578513824 | 1.302145545906 bits | time 0:00:06   
| epoch 238 | loss -0.901719966948 | 1.300906924586 bits | time 0:00:02   
| epoch 239 | loss -0.908230652753 | 1.310299858709 bits | time 0:00:01   
| epoch 240 | loss -0.903534626112 | 1.303524924363 bits | time 0:00:01   
| epoch 241 | loss -0.899959235990 | 1.298366726765 bits | time 0:00:01   
| epoch 242 | loss -0.902429320410 | 1.301930305308 bits | time 0:00:02   
| epoch 243 | loss -0.902294299848 | 1.301735511813 bits | time 0:00:03   
| epoch 244 | loss -0.904717612235 | 1.305231612576 bits | time 0:00:03   
| epoch 245 | loss -0.906048229942 | 1.307151288144 bits | time 0:00:02   
| epoch 246 | loss -0.903221918757 | 1.303073783012 bits | time 0:00:01   
| epoch 247 | loss -0.904656131381 | 1.305142914453 bits | time 0:00:01   
| epoch 248 | loss -0.910427131879 | 1.313468708253 bits | time 0:00:01   
| epoch 249 | loss -0.904678595098 | 1.305175322746 bits | time 0:00:01   
| epoch 250 | loss -0.903621514429 | 1.303650277707 bits | time 0:00:01   

Training time 0:06:42   
=========================================================================================
=========================================================================================
