python main.py ./simulatedPlanets/example-sim-model_Rp_uniformP_2 ./simulatedPlanets/fake_grammaticalSystems_Rp_uniformP.txt --num_planet_features 2 --num_stellar_features 0 --num_labels 3 --batch_size 100 --epochs 250 --width 2 --seed 1 --dropout_prob 0.15 --train

Random seed: 1
-----------------------------------------------------------------------------------------
[DATA]
   data:          ./simulatedPlanets/fake_grammaticalSystems_Rp_uniformP.txt
   # planets:     37932
-----------------------------------------------------------------------------------------
[TRAINING]
   num_labels:    3
   batch_size:    100
   lr:            0.002
   epochs:        250

| epoch   1 | loss 0.000000000941 | -0.000000001358 bits | time 0:00:01   
| epoch  20 | loss -0.185396875520 | 0.267471152908 bits | time 0:00:01   
| epoch  21 | loss -0.186790675709 | 0.269481981530 bits | time 0:00:01   
| epoch  22 | loss -0.190901308311 | 0.275412370799 bits | time 0:00:01   
| epoch  23 | loss -0.193715123597 | 0.279471848159 bits | time 0:00:01   
| epoch  24 | loss -0.197096763473 | 0.284350523237 bits | time 0:00:01   
| epoch  25 | loss -0.197208327526 | 0.284511476143 bits | time 0:00:01   
| epoch  26 | loss -0.200668208693 | 0.289503029546 bits | time 0:00:01   
| epoch  27 | loss -0.199880074357 | 0.288365992047 bits | time 0:00:01   
| epoch  28 | loss -0.204761170557 | 0.295407925329 bits | time 0:00:01   
| epoch  29 | loss -0.203858555618 | 0.294105727233 bits | time 0:00:01   
| epoch  30 | loss -0.207398250072 | 0.299212426867 bits | time 0:00:01   
| epoch  31 | loss -0.204404718782 | 0.294893674121 bits | time 0:00:01   
| epoch  32 | loss -0.206447387996 | 0.297840622867 bits | time 0:00:01   
| epoch  33 | loss -0.208710260140 | 0.301105257287 bits | time 0:00:01   
| epoch  34 | loss -0.207594590909 | 0.299495686819 bits | time 0:00:01   
| epoch  35 | loss -0.207459138569 | 0.299300270401 bits | time 0:00:01   
| epoch  36 | loss -0.206731794226 | 0.298250934323 bits | time 0:00:01   
| epoch  37 | loss -0.209418205054 | 0.302126605904 bits | time 0:00:01   
| epoch  38 | loss -0.213941734245 | 0.308652679034 bits | time 0:00:01   
| epoch  39 | loss -0.213644347379 | 0.308223640478 bits | time 0:00:01   
| epoch  40 | loss -0.214042530875 | 0.308798097833 bits | time 0:00:01   
| epoch  41 | loss -0.215410577623 | 0.310771772092 bits | time 0:00:01   
| epoch  42 | loss -0.220265459857 | 0.317775886616 bits | time 0:00:01   
| epoch  43 | loss -0.220405948005 | 0.317978568170 bits | time 0:00:01   
| epoch  44 | loss -0.223205745691 | 0.322017822406 bits | time 0:00:01   
| epoch  45 | loss -0.229013572398 | 0.330396745195 bits | time 0:00:01   
| epoch  46 | loss -0.228476346480 | 0.329621692027 bits | time 0:00:01   
| epoch  47 | loss -0.234694603556 | 0.338592740674 bits | time 0:00:01   
| epoch  48 | loss -0.232458375002 | 0.335366544829 bits | time 0:00:01   
| epoch  49 | loss -0.233375189179 | 0.336689228095 bits | time 0:00:01   
| epoch  50 | loss -0.238943284436 | 0.344722291510 bits | time 0:00:01   
| epoch  51 | loss -0.243617891952 | 0.351466324590 bits | time 0:00:01   
| epoch  52 | loss -0.246492500995 | 0.355613508802 bits | time 0:00:01   
| epoch  53 | loss -0.248747015627 | 0.358866085881 bits | time 0:00:01   
| epoch  54 | loss -0.251187878063 | 0.362387506013 bits | time 0:00:01   
| epoch  55 | loss -0.248880431370 | 0.359058564111 bits | time 0:00:01   
| epoch  56 | loss -0.252266433992 | 0.363943533303 bits | time 0:00:01   
| epoch  57 | loss -0.256043645426 | 0.369392897507 bits | time 0:00:01   
| epoch  58 | loss -0.253401151143 | 0.365580584109 bits | time 0:00:01   
| epoch  59 | loss -0.258670007241 | 0.373181936674 bits | time 0:00:01   
| epoch  60 | loss -0.249137112498 | 0.359428876703 bits | time 0:00:01   
| epoch  61 | loss -0.257774947035 | 0.371890637752 bits | time 0:00:01   
| epoch  62 | loss -0.259229772656 | 0.373989507461 bits | time 0:00:01   
| epoch  63 | loss -0.254995713893 | 0.367881051881 bits | time 0:00:01   
| epoch  64 | loss -0.260598294672 | 0.375963867388 bits | time 0:00:01   
| epoch  65 | loss -0.257985575105 | 0.372194509825 bits | time 0:00:01   
| epoch  66 | loss -0.258429038838 | 0.372834292754 bits | time 0:00:01   
| epoch  67 | loss -0.255876394008 | 0.369151604716 bits | time 0:00:01   
| epoch  68 | loss -0.259438952647 | 0.374291290397 bits | time 0:00:01   
| epoch  69 | loss -0.261225879349 | 0.376869280689 bits | time 0:00:01   
| epoch  70 | loss -0.267875204275 | 0.386462228784 bits | time 0:00:01   
| epoch  71 | loss -0.259399939995 | 0.374235007038 bits | time 0:00:01   
| epoch  72 | loss -0.265909182084 | 0.383625858320 bits | time 0:00:01   
| epoch  73 | loss -0.264738531960 | 0.381936967190 bits | time 0:00:01   
| epoch  74 | loss -0.261513950009 | 0.377284878801 bits | time 0:00:01   
| epoch  75 | loss -0.264843741687 | 0.382088752742 bits | time 0:00:01   
| epoch  76 | loss -0.266254795068 | 0.384124472458 bits | time 0:00:01   
| epoch  77 | loss -0.265702108804 | 0.383327114725 bits | time 0:00:01   
| epoch  78 | loss -0.262122227330 | 0.378162437476 bits | time 0:00:01   
| epoch  79 | loss -0.270367981729 | 0.390058546455 bits | time 0:00:01   
| epoch  80 | loss -0.273099190938 | 0.393998848437 bits | time 0:00:01   
| epoch  81 | loss -0.263223851354 | 0.379751744993 bits | time 0:00:01   
| epoch  82 | loss -0.264371474793 | 0.381407415636 bits | time 0:00:01   
| epoch  83 | loss -0.266276942115 | 0.384156423893 bits | time 0:00:01   
| epoch  84 | loss -0.267983932244 | 0.386619090087 bits | time 0:00:01   
| epoch  85 | loss -0.274175122380 | 0.395551089393 bits | time 0:00:01   
| epoch  86 | loss -0.268177019766 | 0.386897656496 bits | time 0:00:01   
| epoch  87 | loss -0.271507177071 | 0.391702057925 bits | time 0:00:01   
| epoch  88 | loss -0.271208566898 | 0.391271254510 bits | time 0:00:01   
| epoch  89 | loss -0.273810267135 | 0.395024714540 bits | time 0:00:01   
| epoch  90 | loss -0.279641344202 | 0.403437180508 bits | time 0:00:01   
| epoch  91 | loss -0.275819607001 | 0.397923579200 bits | time 0:00:01   
| epoch  92 | loss -0.271803308318 | 0.392129285007 bits | time 0:00:01   
| epoch  93 | loss -0.273700752854 | 0.394866718831 bits | time 0:00:01   
| epoch  94 | loss -0.273536489198 | 0.394629736468 bits | time 0:00:01   
| epoch  95 | loss -0.282710707972 | 0.407865336397 bits | time 0:00:01   
| epoch  96 | loss -0.279504735376 | 0.403240095632 bits | time 0:00:01   
| epoch  97 | loss -0.288576632581 | 0.416328076741 bits | time 0:00:01   
| epoch  98 | loss -0.282504658793 | 0.407568070269 bits | time 0:00:01   
| epoch  99 | loss -0.286892286100 | 0.413898078426 bits | time 0:00:01   
| epoch 100 | loss -0.294408717124 | 0.424741996189 bits | time 0:00:01   
| epoch 101 | loss -0.291119943638 | 0.419997298990 bits | time 0:00:01   
| epoch 102 | loss -0.297115101312 | 0.428646483237 bits | time 0:00:01   
| epoch 103 | loss -0.295061601149 | 0.425683908735 bits | time 0:00:01   
| epoch 104 | loss -0.300860936704 | 0.434050581381 bits | time 0:00:01   
| epoch 105 | loss -0.303984972835 | 0.438557612813 bits | time 0:00:01   
| epoch 106 | loss -0.302665096992 | 0.436653434480 bits | time 0:00:01   
| epoch 107 | loss -0.308369849387 | 0.444883652470 bits | time 0:00:01   
| epoch 108 | loss -0.306176566607 | 0.441719414280 bits | time 0:00:01   
| epoch 109 | loss -0.309461322113 | 0.446458314759 bits | time 0:00:01   
| epoch 110 | loss -0.306773371132 | 0.442580421209 bits | time 0:00:01   
| epoch 111 | loss -0.307483473577 | 0.443604882485 bits | time 0:00:01   
| epoch 112 | loss -0.303069744926 | 0.437237218048 bits | time 0:00:01   
| epoch 113 | loss -0.309115578313 | 0.445959511893 bits | time 0:00:01   
| epoch 114 | loss -0.312698397354 | 0.451128427157 bits | time 0:00:01   
| epoch 115 | loss -0.312970084579 | 0.451520388969 bits | time 0:00:01   
| epoch 116 | loss -0.313588354776 | 0.452412364316 bits | time 0:00:01   
| epoch 117 | loss -0.316952948978 | 0.457266447686 bits | time 0:00:01   
| epoch 118 | loss -0.304040020234 | 0.438637029423 bits | time 0:00:01   
| epoch 119 | loss -0.310023660566 | 0.447269597656 bits | time 0:00:01   
| epoch 120 | loss -0.315768316388 | 0.455557384123 bits | time 0:00:01   
| epoch 121 | loss -0.311344946999 | 0.449175811042 bits | time 0:00:01   
| epoch 122 | loss -0.318913721725 | 0.460095244803 bits | time 0:00:01   
| epoch 123 | loss -0.308810569111 | 0.445519476630 bits | time 0:00:01   
| epoch 124 | loss -0.318589820517 | 0.459627954137 bits | time 0:00:01   
| epoch 125 | loss -0.321164387778 | 0.463342269558 bits | time 0:00:01   
| epoch 126 | loss -0.315105146327 | 0.454600631964 bits | time 0:00:01   
| epoch 127 | loss -0.314162732112 | 0.453241015650 bits | time 0:00:01   
| epoch 128 | loss -0.316433663274 | 0.456517276776 bits | time 0:00:01   
| epoch 129 | loss -0.318094496507 | 0.458913352645 bits | time 0:00:01   
| epoch 130 | loss -0.314093352148 | 0.453140921521 bits | time 0:00:01   
| epoch 131 | loss -0.321684436735 | 0.464092541609 bits | time 0:00:01   
| epoch 132 | loss -0.317563262425 | 0.458146943869 bits | time 0:00:01   
| epoch 133 | loss -0.324702591959 | 0.468446819183 bits | time 0:00:01   
| epoch 134 | loss -0.330576954704 | 0.476921733183 bits | time 0:00:01   
| epoch 135 | loss -0.323535759041 | 0.466763435119 bits | time 0:00:01   
| epoch 136 | loss -0.326044366862 | 0.470382591181 bits | time 0:00:01   
| epoch 137 | loss -0.325044540669 | 0.468940146891 bits | time 0:00:01   
| epoch 138 | loss -0.331305710266 | 0.477973105218 bits | time 0:00:01   
| epoch 139 | loss -0.335890518207 | 0.484587584899 bits | time 0:00:01   
| epoch 140 | loss -0.333782101775 | 0.481545782969 bits | time 0:00:01   
| epoch 141 | loss -0.341078125333 | 0.492071719973 bits | time 0:00:01   
| epoch 142 | loss -0.334300500782 | 0.482293674645 bits | time 0:00:01   
| epoch 143 | loss -0.335383224174 | 0.483855714313 bits | time 0:00:01   
| epoch 144 | loss -0.343791362173 | 0.495986093307 bits | time 0:00:01   
| epoch 145 | loss -0.346019375324 | 0.499200436832 bits | time 0:00:01   
| epoch 146 | loss -0.341935776096 | 0.493309048476 bits | time 0:00:01   
| epoch 147 | loss -0.348331572508 | 0.502536232242 bits | time 0:00:01   
| epoch 148 | loss -0.348012288150 | 0.502075602282 bits | time 0:00:01   
| epoch 149 | loss -0.342311793252 | 0.493851526563 bits | time 0:00:01   
| epoch 150 | loss -0.341724880746 | 0.493004790800 bits | time 0:00:01   
| epoch 151 | loss -0.347477332699 | 0.501303824706 bits | time 0:00:01   
| epoch 152 | loss -0.351037257596 | 0.506439710701 bits | time 0:00:01   
| epoch 153 | loss -0.354566531746 | 0.511531377015 bits | time 0:00:01   
| epoch 154 | loss -0.347570364726 | 0.501438041550 bits | time 0:00:01   
| epoch 155 | loss -0.347701067360 | 0.501626605592 bits | time 0:00:01   
| epoch 156 | loss -0.350484460906 | 0.505642193658 bits | time 0:00:01   
| epoch 157 | loss -0.349548376861 | 0.504291709849 bits | time 0:00:01   
| epoch 158 | loss -0.351363292180 | 0.506910079178 bits | time 0:00:01   
| epoch 159 | loss -0.351127383270 | 0.506569734564 bits | time 0:00:01   
| epoch 160 | loss -0.355863216833 | 0.513402098160 bits | time 0:00:01   
| epoch 161 | loss -0.349732521176 | 0.504557373939 bits | time 0:00:01   
| epoch 162 | loss -0.346937978738 | 0.500525701422 bits | time 0:00:01   
| epoch 163 | loss -0.348998182228 | 0.503497946779 bits | time 0:00:01   
| epoch 164 | loss -0.348135027133 | 0.502252677204 bits | time 0:00:01   
| epoch 165 | loss -0.353156267499 | 0.509496795779 bits | time 0:00:01   
| epoch 166 | loss -0.349285480066 | 0.503912429946 bits | time 0:00:01   
| epoch 167 | loss -0.353562297633 | 0.510082573440 bits | time 0:00:01   
| epoch 168 | loss -0.354277432122 | 0.511114294421 bits | time 0:00:01   
| epoch 169 | loss -0.354224230427 | 0.511037540600 bits | time 0:00:01   
| epoch 170 | loss -0.355887957309 | 0.513437791122 bits | time 0:00:01   
| epoch 171 | loss -0.355616651868 | 0.513046380107 bits | time 0:00:01   
| epoch 172 | loss -0.359940997394 | 0.519285091952 bits | time 0:00:01   
| epoch 173 | loss -0.359720042662 | 0.518966321656 bits | time 0:00:01   
| epoch 174 | loss -0.355990437771 | 0.513585639176 bits | time 0:00:01   
| epoch 175 | loss -0.357474640169 | 0.515726890615 bits | time 0:00:01   
| epoch 176 | loss -0.360554263937 | 0.520169848553 bits | time 0:00:01   
| epoch 177 | loss -0.361110848659 | 0.520972830571 bits | time 0:00:01   
| epoch 178 | loss -0.356211332114 | 0.513904322349 bits | time 0:00:01   
| epoch 179 | loss -0.354736886056 | 0.511777146333 bits | time 0:00:01   
| epoch 180 | loss -0.356499253762 | 0.514319705484 bits | time 0:00:01   
| epoch 181 | loss -0.356623707790 | 0.514499254692 bits | time 0:00:01   
| epoch 182 | loss -0.355864887645 | 0.513404508632 bits | time 0:00:01   
| epoch 183 | loss -0.361865226219 | 0.522061167336 bits | time 0:00:01   
| epoch 184 | loss -0.360084669998 | 0.519492367706 bits | time 0:00:01   
| epoch 185 | loss -0.362420658218 | 0.522862486327 bits | time 0:00:01   
| epoch 186 | loss -0.358554878203 | 0.517285344671 bits | time 0:00:01   
| epoch 187 | loss -0.361412210684 | 0.521407604071 bits | time 0:00:01   
| epoch 188 | loss -0.358909163977 | 0.517796470999 bits | time 0:00:01   
| epoch 189 | loss -0.363369479462 | 0.524231346030 bits | time 0:00:01   
| epoch 190 | loss -0.359922891228 | 0.519258970277 bits | time 0:00:01   
| epoch 191 | loss -0.364123826592 | 0.525319638893 bits | time 0:00:01   
| epoch 192 | loss -0.358627264280 | 0.517389775704 bits | time 0:00:01   
| epoch 193 | loss -0.364670392714 | 0.526108167128 bits | time 0:00:01   
| epoch 194 | loss -0.364131738010 | 0.525331052658 bits | time 0:00:01   
| epoch 195 | loss -0.365763957249 | 0.527685847260 bits | time 0:00:01   
| epoch 196 | loss -0.359754685822 | 0.519016301172 bits | time 0:00:01   
| epoch 197 | loss -0.367045400331 | 0.529534578838 bits | time 0:00:01   
| epoch 198 | loss -0.361853170709 | 0.522043774911 bits | time 0:00:01   
| epoch 199 | loss -0.356953354101 | 0.514974833791 bits | time 0:00:01   
| epoch 200 | loss -0.361445492506 | 0.521455619590 bits | time 0:00:01   
| epoch 201 | loss -0.362049444098 | 0.522326937557 bits | time 0:00:01   
| epoch 202 | loss -0.359390884481 | 0.518491446781 bits | time 0:00:01   
| epoch 203 | loss -0.368378521267 | 0.531457865802 bits | time 0:00:01   
| epoch 204 | loss -0.366170393166 | 0.528272210341 bits | time 0:00:01   
| epoch 205 | loss -0.362299615458 | 0.522687858538 bits | time 0:00:01   
| epoch 206 | loss -0.366765549779 | 0.529130839835 bits | time 0:00:01   
| epoch 207 | loss -0.368198754286 | 0.531198516869 bits | time 0:00:01   
| epoch 208 | loss -0.362609593492 | 0.523135062309 bits | time 0:00:01   
| epoch 209 | loss -0.361293743315 | 0.521236691785 bits | time 0:00:01   
| epoch 210 | loss -0.353515589865 | 0.510015188375 bits | time 0:00:01   
| epoch 211 | loss -0.362302924300 | 0.522692632188 bits | time 0:00:01   
| epoch 212 | loss -0.364436043093 | 0.525770072092 bits | time 0:00:01   
| epoch 213 | loss -0.362659173263 | 0.523206590799 bits | time 0:00:01   
| epoch 214 | loss -0.365538325435 | 0.527360329360 bits | time 0:00:01   
| epoch 215 | loss -0.363748642802 | 0.524778363101 bits | time 0:00:01   
| epoch 216 | loss -0.361168129664 | 0.521055469593 bits | time 0:00:01   
| epoch 217 | loss -0.367718673223 | 0.530505906301 bits | time 0:00:01   
| epoch 218 | loss -0.368558006538 | 0.531716808312 bits | time 0:00:01   
| epoch 219 | loss -0.363175326115 | 0.523951241960 bits | time 0:00:01   
| epoch 220 | loss -0.365667473956 | 0.527546651291 bits | time 0:00:01   
| epoch 221 | loss -0.367589122214 | 0.530319003703 bits | time 0:00:01   
| epoch 222 | loss -0.366804458436 | 0.529186973162 bits | time 0:00:01   
| epoch 223 | loss -0.361601645539 | 0.521680900796 bits | time 0:00:01   
| epoch 224 | loss -0.363074653556 | 0.523806002158 bits | time 0:00:01   
| epoch 225 | loss -0.370355104145 | 0.534309472118 bits | time 0:00:01   
| epoch 226 | loss -0.373914827799 | 0.539445067780 bits | time 0:00:01   
| epoch 227 | loss -0.362797976795 | 0.523406841967 bits | time 0:00:01   
| epoch 228 | loss -0.368773407528 | 0.532027566253 bits | time 0:00:01   
| epoch 229 | loss -0.374502089463 | 0.540292307271 bits | time 0:00:01   
| epoch 230 | loss -0.372942735333 | 0.538042634801 bits | time 0:00:01   
| epoch 231 | loss -0.373014927538 | 0.538146786136 bits | time 0:00:01   
| epoch 232 | loss -0.369764839819 | 0.533457900701 bits | time 0:00:01   
| epoch 233 | loss -0.366830733418 | 0.529224879948 bits | time 0:00:01   
| epoch 234 | loss -0.370237859299 | 0.534140323560 bits | time 0:00:01   
| epoch 235 | loss -0.365305973040 | 0.527025115713 bits | time 0:00:01   
| epoch 236 | loss -0.368889136534 | 0.532194527915 bits | time 0:00:01   
| epoch 237 | loss -0.371586364351 | 0.536085805111 bits | time 0:00:01   
| epoch 238 | loss -0.369665833680 | 0.533315065037 bits | time 0:00:01   
| epoch 239 | loss -0.379214717683 | 0.547091192633 bits | time 0:00:01   
| epoch 240 | loss -0.373959168007 | 0.539509037179 bits | time 0:00:01   
| epoch 241 | loss -0.374494444853 | 0.540281278430 bits | time 0:00:01   
| epoch 242 | loss -0.376617675549 | 0.543344452826 bits | time 0:00:01   
| epoch 243 | loss -0.373640486598 | 0.539049277090 bits | time 0:00:01   
| epoch 244 | loss -0.372583111023 | 0.537523806591 bits | time 0:00:01   
| epoch 245 | loss -0.369818802570 | 0.533535752495 bits | time 0:00:01   
| epoch 246 | loss -0.378419450553 | 0.545943864689 bits | time 0:00:01   
| epoch 247 | loss -0.372430450352 | 0.537303563798 bits | time 0:00:01   
| epoch 248 | loss -0.375867406632 | 0.542262043579 bits | time 0:00:01   
| epoch 249 | loss -0.376929368157 | 0.543794130206 bits | time 0:00:01   
| epoch 250 | loss -0.378424072579 | 0.545950532863 bits | time 0:00:01   

Training time 0:05:19   
=========================================================================================
=========================================================================================
