python main.py ./simulatedPlanets/oneGrammar_overlappingRp/example-sim-model_Rp ./simulatedPlanets/oneGrammar_overlappingRp/fake_grammaticalSystems_Rp.txt --num_planet_features 1 --num_stellar_features 0 --num_labels 3 --batch_size 100 --epochs 250 --width 2 --seed 0 --dropout_prob 0.01 --train

Random seed: 0
-----------------------------------------------------------------------------------------
[DATA]
   data:          ./simulatedPlanets/oneGrammar_overlappingRp/fake_grammaticalSystems_Rp.txt
   # planets:     37393
-----------------------------------------------------------------------------------------
[TRAINING]
   num_labels:    3
   batch_size:    100
   lr:            0.002
   epochs:        250

| epoch   1 | loss -0.000000006694 | 0.000000009657 bits | time 0:00:01   
| epoch  44 | loss -0.140893569605 | 0.203266454162 bits | time 0:00:01   
| epoch  45 | loss -0.141614592410 | 0.204306670187 bits | time 0:00:01   
| epoch  46 | loss -0.141654555970 | 0.204364325417 bits | time 0:00:01   
| epoch  47 | loss -0.142944990154 | 0.206226028415 bits | time 0:00:01   
| epoch  48 | loss -0.144313038750 | 0.208199705340 bits | time 0:00:01   
| epoch  49 | loss -0.142769653848 | 0.205973071596 bits | time 0:00:01   
| epoch  50 | loss -0.143813013393 | 0.207478321237 bits | time 0:00:01   
| epoch  51 | loss -0.143199521909 | 0.206593240115 bits | time 0:00:01   
| epoch  52 | loss -0.143899626751 | 0.207603277899 bits | time 0:00:01   
| epoch  53 | loss -0.143215361046 | 0.206616091161 bits | time 0:00:01   
| epoch  54 | loss -0.145569316923 | 0.210012131631 bits | time 0:00:01   
| epoch  55 | loss -0.145316764473 | 0.209647775464 bits | time 0:00:01   
| epoch  56 | loss -0.146464772004 | 0.211304000236 bits | time 0:00:01   
| epoch  57 | loss -0.145076981681 | 0.209301842018 bits | time 0:00:01   
| epoch  58 | loss -0.144784734928 | 0.208880219077 bits | time 0:00:01   
| epoch  59 | loss -0.145150762828 | 0.209408285714 bits | time 0:00:01   
| epoch  60 | loss -0.147247943250 | 0.212433877508 bits | time 0:00:01   
| epoch  61 | loss -0.147294007760 | 0.212500334548 bits | time 0:00:01   
| epoch  62 | loss -0.146503257560 | 0.211359523156 bits | time 0:00:01   
| epoch  63 | loss -0.147371148840 | 0.212611625602 bits | time 0:00:01   
| epoch  64 | loss -0.146336958450 | 0.211119604254 bits | time 0:00:01   
| epoch  65 | loss -0.147815559557 | 0.213252774740 bits | time 0:00:01   
| epoch  66 | loss -0.147978488774 | 0.213487831913 bits | time 0:00:01   
| epoch  67 | loss -0.146583349947 | 0.211475072045 bits | time 0:00:01   
| epoch  68 | loss -0.147322848758 | 0.212541943313 bits | time 0:00:01   
| epoch  69 | loss -0.147323579632 | 0.212542997741 bits | time 0:00:01   
| epoch  70 | loss -0.146607994954 | 0.211510627274 bits | time 0:00:01   
| epoch  71 | loss -0.145082880310 | 0.209310351940 bits | time 0:00:01   
| epoch  72 | loss -0.147024398341 | 0.212111370376 bits | time 0:00:01   
| epoch  73 | loss -0.148033630561 | 0.213567384695 bits | time 0:00:01   
| epoch  74 | loss -0.147383604378 | 0.212629595144 bits | time 0:00:01   
| epoch  75 | loss -0.148914464177 | 0.214838158984 bits | time 0:00:01   
| epoch  76 | loss -0.148953331266 | 0.214894232341 bits | time 0:00:01   
| epoch  77 | loss -0.148775137443 | 0.214637152997 bits | time 0:00:01   
| epoch  78 | loss -0.147143584442 | 0.212283319573 bits | time 0:00:01   
| epoch  79 | loss -0.149307089773 | 0.215404597985 bits | time 0:00:01   
| epoch  80 | loss -0.149652028068 | 0.215902238752 bits | time 0:00:01   
| epoch  81 | loss -0.148133353993 | 0.213711255195 bits | time 0:00:01   
| epoch  82 | loss -0.149042948045 | 0.215023522023 bits | time 0:00:01   
| epoch  83 | loss -0.149960285600 | 0.216346960366 bits | time 0:00:01   
| epoch  84 | loss -0.150348201793 | 0.216906605133 bits | time 0:00:01   
| epoch  85 | loss -0.148106772632 | 0.213672906398 bits | time 0:00:01   
| epoch  86 | loss -0.148810334065 | 0.214687930989 bits | time 0:00:01   
| epoch  87 | loss -0.150073379756 | 0.216510120744 bits | time 0:00:01   
| epoch  88 | loss -0.149937779349 | 0.216314490708 bits | time 0:00:01   
| epoch  89 | loss -0.150385067106 | 0.216959790537 bits | time 0:00:01   
| epoch  90 | loss -0.149674292793 | 0.215934359961 bits | time 0:00:01   
| epoch  91 | loss -0.149464381410 | 0.215631521850 bits | time 0:00:01   
| epoch  92 | loss -0.149619020641 | 0.215854619102 bits | time 0:00:01   
| epoch  93 | loss -0.148385440443 | 0.214074939067 bits | time 0:00:01   
| epoch  94 | loss -0.149245755159 | 0.215316110842 bits | time 0:00:01   
| epoch  95 | loss -0.149750995524 | 0.216045018611 bits | time 0:00:01   
| epoch  96 | loss -0.150175619333 | 0.216657621273 bits | time 0:00:01   
| epoch  97 | loss -0.150433858608 | 0.217030181795 bits | time 0:00:01   
| epoch  98 | loss -0.150647529625 | 0.217338443912 bits | time 0:00:01   
| epoch  99 | loss -0.149613269510 | 0.215846321973 bits | time 0:00:01   
| epoch 100 | loss -0.150287082568 | 0.216818428731 bits | time 0:00:01   
| epoch 101 | loss -0.149929405613 | 0.216302409962 bits | time 0:00:01   
| epoch 102 | loss -0.151972402704 | 0.219249831733 bits | time 0:00:01   
| epoch 103 | loss -0.150875566159 | 0.217667431088 bits | time 0:00:01   
| epoch 104 | loss -0.150508909143 | 0.217138456830 bits | time 0:00:01   
| epoch 105 | loss -0.151795389340 | 0.218994455430 bits | time 0:00:01   
| epoch 106 | loss -0.151363787884 | 0.218371786150 bits | time 0:00:01   
| epoch 107 | loss -0.151093098330 | 0.217981263673 bits | time 0:00:01   
| epoch 108 | loss -0.152167217776 | 0.219530890471 bits | time 0:00:01   
| epoch 109 | loss -0.151505631798 | 0.218576423662 bits | time 0:00:01   
| epoch 110 | loss -0.151122369868 | 0.218023493576 bits | time 0:00:01   
| epoch 111 | loss -0.152359131584 | 0.219807763571 bits | time 0:00:01   
| epoch 112 | loss -0.151211917560 | 0.218152683587 bits | time 0:00:01   
| epoch 113 | loss -0.152006972999 | 0.219299706127 bits | time 0:00:01   
| epoch 114 | loss -0.150393401955 | 0.216971815183 bits | time 0:00:01   
| epoch 115 | loss -0.151193869146 | 0.218126645229 bits | time 0:00:01   
| epoch 116 | loss -0.152517488376 | 0.220036224128 bits | time 0:00:01   
| epoch 117 | loss -0.151513313466 | 0.218587505966 bits | time 0:00:01   
| epoch 118 | loss -0.152627035418 | 0.220194267103 bits | time 0:00:01   
| epoch 119 | loss -0.152224951329 | 0.219614182382 bits | time 0:00:01   
| epoch 120 | loss -0.151682673530 | 0.218831840891 bits | time 0:00:01   
| epoch 121 | loss -0.153492004476 | 0.221442153674 bits | time 0:00:01   
| epoch 122 | loss -0.152338912462 | 0.219778593543 bits | time 0:00:01   
| epoch 123 | loss -0.151843772374 | 0.219064257394 bits | time 0:00:01   
| epoch 124 | loss -0.152214568088 | 0.219599202532 bits | time 0:00:01   
| epoch 125 | loss -0.152461084293 | 0.219954850238 bits | time 0:00:01   
| epoch 126 | loss -0.153189012153 | 0.221005028152 bits | time 0:00:01   
| epoch 127 | loss -0.153393757136 | 0.221300412724 bits | time 0:00:01   
| epoch 128 | loss -0.154197979499 | 0.222460660339 bits | time 0:00:01   
| epoch 129 | loss -0.153064399639 | 0.220825250296 bits | time 0:00:01   
| epoch 130 | loss -0.153078190783 | 0.220845146711 bits | time 0:00:01   
| epoch 131 | loss -0.152239230546 | 0.219634782938 bits | time 0:00:01   
| epoch 132 | loss -0.153542589297 | 0.221515132144 bits | time 0:00:01   
| epoch 133 | loss -0.153445878768 | 0.221375608344 bits | time 0:00:01   
| epoch 134 | loss -0.152079292957 | 0.219404041770 bits | time 0:00:01   
| epoch 135 | loss -0.152805824889 | 0.220452205786 bits | time 0:00:01   
| epoch 136 | loss -0.153051621774 | 0.220806815733 bits | time 0:00:01   
| epoch 137 | loss -0.152873428349 | 0.220549736963 bits | time 0:00:01   
| epoch 138 | loss -0.154237189156 | 0.222517227916 bits | time 0:00:01   
| epoch 139 | loss -0.151901586171 | 0.219147665071 bits | time 0:00:01   
| epoch 140 | loss -0.153086508978 | 0.220857147329 bits | time 0:00:01   
| epoch 141 | loss -0.153373513391 | 0.221271207172 bits | time 0:00:01   
| epoch 142 | loss -0.153378794298 | 0.221278825912 bits | time 0:00:01   
| epoch 143 | loss -0.154016678984 | 0.222199098984 bits | time 0:00:01   
| epoch 144 | loss -0.152655082909 | 0.220234731080 bits | time 0:00:01   
| epoch 145 | loss -0.154603147491 | 0.223045194191 bits | time 0:00:01   
| epoch 146 | loss -0.153513597613 | 0.221473305986 bits | time 0:00:01   
| epoch 147 | loss -0.153526294279 | 0.221491623403 bits | time 0:00:01   
| epoch 148 | loss -0.153047138038 | 0.220800347070 bits | time 0:00:01   
| epoch 149 | loss -0.153917073646 | 0.222055398857 bits | time 0:00:01   
| epoch 150 | loss -0.152951857145 | 0.220662885798 bits | time 0:00:01   
| epoch 151 | loss -0.153103746434 | 0.220882015722 bits | time 0:00:01   
| epoch 152 | loss -0.154035147260 | 0.222225743074 bits | time 0:00:01   
| epoch 153 | loss -0.152085898155 | 0.219413571058 bits | time 0:00:01   
| epoch 154 | loss -0.154690464869 | 0.223171166539 bits | time 0:00:01   
| epoch 155 | loss -0.154375448106 | 0.222716693417 bits | time 0:00:01   
| epoch 156 | loss -0.154680282515 | 0.223156476508 bits | time 0:00:01   
| epoch 157 | loss -0.154200651190 | 0.222464514773 bits | time 0:00:01   
| epoch 158 | loss -0.155382770427 | 0.224169952335 bits | time 0:00:01   
| epoch 159 | loss -0.154006696799 | 0.222184697736 bits | time 0:00:01   
| epoch 160 | loss -0.152383518729 | 0.219842946784 bits | time 0:00:01   
| epoch 161 | loss -0.154707626066 | 0.223195924913 bits | time 0:00:01   
| epoch 162 | loss -0.153876129478 | 0.221996328909 bits | time 0:00:01   
| epoch 163 | loss -0.155290083133 | 0.224036232835 bits | time 0:00:01   
| epoch 164 | loss -0.155215373253 | 0.223928449262 bits | time 0:00:01   
| epoch 165 | loss -0.153819934091 | 0.221915256104 bits | time 0:00:01   
| epoch 166 | loss -0.153868105561 | 0.221984752844 bits | time 0:00:01   
| epoch 167 | loss -0.153723356638 | 0.221775924290 bits | time 0:00:01   
| epoch 168 | loss -0.154147867850 | 0.222388364511 bits | time 0:00:01   
| epoch 169 | loss -0.154677097571 | 0.223151881605 bits | time 0:00:01   
| epoch 170 | loss -0.155207039679 | 0.223916426456 bits | time 0:00:01   
| epoch 171 | loss -0.154762514932 | 0.223275112807 bits | time 0:00:01   
| epoch 172 | loss -0.155469028309 | 0.224294396153 bits | time 0:00:01   
| epoch 173 | loss -0.153258797319 | 0.221105706865 bits | time 0:00:01   
| epoch 174 | loss -0.155744196658 | 0.224691380165 bits | time 0:00:01   
| epoch 175 | loss -0.155961969399 | 0.225005559819 bits | time 0:00:01   
| epoch 176 | loss -0.155717494175 | 0.224652856626 bits | time 0:00:01   
| epoch 177 | loss -0.156362384717 | 0.225583237013 bits | time 0:00:01   
| epoch 178 | loss -0.155697941461 | 0.224624648023 bits | time 0:00:01   
| epoch 179 | loss -0.154750716479 | 0.223258091238 bits | time 0:00:01   
| epoch 180 | loss -0.156421391084 | 0.225668365206 bits | time 0:00:01   
| epoch 181 | loss -0.155030582758 | 0.223661852930 bits | time 0:00:01   
| epoch 182 | loss -0.156044368996 | 0.225124437309 bits | time 0:00:01   
| epoch 183 | loss -0.155329508577 | 0.224093111728 bits | time 0:00:01   
| epoch 184 | loss -0.156159940888 | 0.225291172304 bits | time 0:00:01   
| epoch 185 | loss -0.155363938786 | 0.224142784020 bits | time 0:00:01   
| epoch 186 | loss -0.155722254897 | 0.224659724896 bits | time 0:00:01   
| epoch 187 | loss -0.153326036458 | 0.221202712438 bits | time 0:00:01   
| epoch 188 | loss -0.156008639995 | 0.225072891257 bits | time 0:00:01   
| epoch 189 | loss -0.156679540235 | 0.226040795706 bits | time 0:00:01   
| epoch 190 | loss -0.155740435429 | 0.224685953860 bits | time 0:00:01   
| epoch 191 | loss -0.155767354656 | 0.224724790095 bits | time 0:00:01   
| epoch 192 | loss -0.155041036281 | 0.223676934176 bits | time 0:00:01   
| epoch 193 | loss -0.155312527708 | 0.224068613513 bits | time 0:00:01   
| epoch 194 | loss -0.155007696725 | 0.223628835365 bits | time 0:00:01   
| epoch 195 | loss -0.154991149105 | 0.223604962196 bits | time 0:00:01   
| epoch 196 | loss -0.155911314774 | 0.224932480643 bits | time 0:00:01   
| epoch 197 | loss -0.155518115204 | 0.224365213574 bits | time 0:00:01   
| epoch 198 | loss -0.156140195335 | 0.225262685494 bits | time 0:00:01   
| epoch 199 | loss -0.157221104930 | 0.226822108405 bits | time 0:00:01   
| epoch 200 | loss -0.156291087761 | 0.225480377247 bits | time 0:00:01   
| epoch 201 | loss -0.157386178400 | 0.227060259082 bits | time 0:00:01   
| epoch 202 | loss -0.155893725826 | 0.224907105155 bits | time 0:00:01   
| epoch 203 | loss -0.155686354175 | 0.224607931102 bits | time 0:00:01   
| epoch 204 | loss -0.157844155867 | 0.227720980903 bits | time 0:00:01   
| epoch 205 | loss -0.156466367410 | 0.225733252329 bits | time 0:00:01   
| epoch 206 | loss -0.156953352738 | 0.226435823645 bits | time 0:00:01   
| epoch 207 | loss -0.156193881589 | 0.225340138386 bits | time 0:00:01   
| epoch 208 | loss -0.156477591172 | 0.225749444794 bits | time 0:00:01   
| epoch 209 | loss -0.155292018850 | 0.224039025484 bits | time 0:00:01   
| epoch 210 | loss -0.156403349204 | 0.225642336276 bits | time 0:00:01   
| epoch 211 | loss -0.157121706136 | 0.226678706259 bits | time 0:00:01   
| epoch 212 | loss -0.157602487720 | 0.227372327465 bits | time 0:00:01   
| epoch 213 | loss -0.156006673600 | 0.225070054348 bits | time 0:00:01   
| epoch 214 | loss -0.157432254862 | 0.227126733365 bits | time 0:00:01   
| epoch 215 | loss -0.157861752864 | 0.227746368003 bits | time 0:00:01   
| epoch 216 | loss -0.158466422622 | 0.228618722064 bits | time 0:00:01   
| epoch 217 | loss -0.157445341030 | 0.227145612715 bits | time 0:00:01   
| epoch 218 | loss -0.158057463759 | 0.228028719140 bits | time 0:00:01   
| epoch 219 | loss -0.157329511356 | 0.226978505818 bits | time 0:00:01   
| epoch 220 | loss -0.157522299949 | 0.227256640967 bits | time 0:00:01   
| epoch 221 | loss -0.155061023041 | 0.223705768976 bits | time 0:00:01   
| epoch 222 | loss -0.157333361274 | 0.226984060076 bits | time 0:00:01   
| epoch 223 | loss -0.157565945451 | 0.227319608115 bits | time 0:00:01   
| epoch 224 | loss -0.158670190662 | 0.228912697205 bits | time 0:00:01   
| epoch 225 | loss -0.157274148123 | 0.226898633557 bits | time 0:00:01   
| epoch 226 | loss -0.156645667505 | 0.225991927686 bits | time 0:00:01   
| epoch 227 | loss -0.157116966531 | 0.226671868454 bits | time 0:00:01   
| epoch 228 | loss -0.158224544423 | 0.228269765586 bits | time 0:00:01   
| epoch 229 | loss -0.156979882542 | 0.226474098062 bits | time 0:00:01   
| epoch 230 | loss -0.156550136958 | 0.225854106239 bits | time 0:00:01   
| epoch 231 | loss -0.157888425703 | 0.227784848776 bits | time 0:00:01   
| epoch 232 | loss -0.157526154888 | 0.227262202467 bits | time 0:00:01   
| epoch 233 | loss -0.159331252948 | 0.229866408486 bits | time 0:00:01   
| epoch 234 | loss -0.158387600977 | 0.228505006468 bits | time 0:00:01   
| epoch 235 | loss -0.158979008462 | 0.229358227114 bits | time 0:00:01   
| epoch 236 | loss -0.158799019647 | 0.229098558143 bits | time 0:00:01   
| epoch 237 | loss -0.157954772048 | 0.227880566318 bits | time 0:00:01   
| epoch 238 | loss -0.157911946190 | 0.227818781666 bits | time 0:00:01   
| epoch 239 | loss -0.158438535537 | 0.228578489504 bits | time 0:00:01   
| epoch 240 | loss -0.158968253410 | 0.229342710853 bits | time 0:00:01   
| epoch 241 | loss -0.158089205463 | 0.228074512740 bits | time 0:00:01   
| epoch 242 | loss -0.159513703881 | 0.230129629543 bits | time 0:00:01   
| epoch 243 | loss -0.159875196091 | 0.230651152562 bits | time 0:00:01   
| epoch 244 | loss -0.158966059672 | 0.229339545958 bits | time 0:00:01   
| epoch 245 | loss -0.158680533582 | 0.228927618884 bits | time 0:00:01   
| epoch 246 | loss -0.158051196346 | 0.228019677175 bits | time 0:00:01   
| epoch 247 | loss -0.159208904294 | 0.229689896691 bits | time 0:00:01   
| epoch 248 | loss -0.157470066200 | 0.227181283595 bits | time 0:00:01   
| epoch 249 | loss -0.159520237124 | 0.230139055020 bits | time 0:00:01   
| epoch 250 | loss -0.158343958902 | 0.228442044263 bits | time 0:00:01   

Training time 0:04:46   
=========================================================================================
=========================================================================================
