python main.py ./simulatedPlanets/example-sim-model_Rp_Teff ./simulatedPlanets/fake_grammaticalSystems_Rp_Teff.txt --num_planet_features 1 --num_stellar_features 1 --num_labels 3 --batch_size 100 --epochs 250 --width 2 --seed 13412 --dropout_prob 0.01 --train

Random seed: 13412
-----------------------------------------------------------------------------------------
[DATA]
   data:          ./simulatedPlanets/fake_grammaticalSystems_Rp_Teff.txt
   # planets:     37527
-----------------------------------------------------------------------------------------
[TRAINING]
   num_labels:    3
   batch_size:    100
   lr:            0.002
   epochs:        250

| epoch   1 | loss -0.000000002853 | 0.000000004117 bits | time 0:00:01   
| epoch  40 | loss -0.524929288220 | 0.757312880932 bits | time 0:00:01   
| epoch  41 | loss -0.515845349653 | 0.744207527810 bits | time 0:00:01   
| epoch  42 | loss -0.519063467517 | 0.748850290493 bits | time 0:00:01   
| epoch  43 | loss -0.518469875797 | 0.747993918663 bits | time 0:00:01   
| epoch  44 | loss -0.520624178204 | 0.751101920062 bits | time 0:00:01   
| epoch  45 | loss -0.527611299398 | 0.761182205159 bits | time 0:00:01   
| epoch  46 | loss -0.524333745717 | 0.756453694716 bits | time 0:00:01   
| epoch  47 | loss -0.519227385362 | 0.749086773956 bits | time 0:00:01   
| epoch  48 | loss -0.522471686468 | 0.753767311073 bits | time 0:00:01   
| epoch  49 | loss -0.521221524065 | 0.751963707973 bits | time 0:00:01   
| epoch  50 | loss -0.520550096289 | 0.750995042450 bits | time 0:00:01   
| epoch  51 | loss -0.521009048883 | 0.751657171082 bits | time 0:00:01   
| epoch  52 | loss -0.522275934353 | 0.753484900466 bits | time 0:00:01   
| epoch  53 | loss -0.526877913228 | 0.760124152568 bits | time 0:00:01   
| epoch  54 | loss -0.524219870726 | 0.756289407832 bits | time 0:00:01   
| epoch  55 | loss -0.518883163783 | 0.748590167191 bits | time 0:00:01   
| epoch  56 | loss -0.518225091093 | 0.747640768985 bits | time 0:00:01   
| epoch  57 | loss -0.526962758062 | 0.760246557789 bits | time 0:00:01   
| epoch  58 | loss -0.524504631599 | 0.756700230931 bits | time 0:00:01   
| epoch  59 | loss -0.520409702304 | 0.750792496744 bits | time 0:00:01   
| epoch  60 | loss -0.526090064740 | 0.758987527461 bits | time 0:00:01   
| epoch  61 | loss -0.527392421631 | 0.760866431290 bits | time 0:00:01   
| epoch  62 | loss -0.528025868250 | 0.761780301585 bits | time 0:00:01   
| epoch  63 | loss -0.533897014057 | 0.770250574526 bits | time 0:00:01   
| epoch  64 | loss -0.529293197425 | 0.763608671101 bits | time 0:00:01   
| epoch  65 | loss -0.523107294548 | 0.754684299697 bits | time 0:00:01   
| epoch  66 | loss -0.528152551581 | 0.761963066999 bits | time 0:00:01   
| epoch  67 | loss -0.523003545055 | 0.754534620818 bits | time 0:00:01   
| epoch  68 | loss -0.533810911660 | 0.770126355025 bits | time 0:00:01   
| epoch  69 | loss -0.528048530221 | 0.761812995899 bits | time 0:00:01   
| epoch  70 | loss -0.520637038065 | 0.751120472919 bits | time 0:00:01   
| epoch  71 | loss -0.528899889677 | 0.763041247964 bits | time 0:00:01   
| epoch  72 | loss -0.521452292007 | 0.752296635739 bits | time 0:00:01   
| epoch  73 | loss -0.530489856417 | 0.765335085095 bits | time 0:00:06   
| epoch  74 | loss -0.527806786781 | 0.761464233836 bits | time 0:00:02   
| epoch  75 | loss -0.525887506122 | 0.758695297148 bits | time 0:00:01   
| epoch  76 | loss -0.528628976580 | 0.762650402982 bits | time 0:00:01   
| epoch  77 | loss -0.528367387963 | 0.762273010382 bits | time 0:00:01   
| epoch  78 | loss -0.536614511717 | 0.774171094923 bits | time 0:00:01   
| epoch  79 | loss -0.528074037363 | 0.761849794926 bits | time 0:00:01   
| epoch  80 | loss -0.521938125821 | 0.752997545773 bits | time 0:00:01   
| epoch  81 | loss -0.532185316561 | 0.767781117037 bits | time 0:00:01   
| epoch  82 | loss -0.525415655939 | 0.758014561228 bits | time 0:00:01   
| epoch  83 | loss -0.533168815869 | 0.769200006611 bits | time 0:00:01   
| epoch  84 | loss -0.535676869782 | 0.772818363553 bits | time 0:00:01   
| epoch  85 | loss -0.526906336876 | 0.760165159224 bits | time 0:00:01   
| epoch  86 | loss -0.529765232763 | 0.764289674143 bits | time 0:00:01   
| epoch  87 | loss -0.534341955122 | 0.770892488793 bits | time 0:00:01   
| epoch  88 | loss -0.530875424121 | 0.765891341710 bits | time 0:00:01   
| epoch  89 | loss -0.527095341619 | 0.760437835429 bits | time 0:00:01   
| epoch  90 | loss -0.531501817576 | 0.766795036441 bits | time 0:00:01   
| epoch  91 | loss -0.531467710879 | 0.766745830878 bits | time 0:00:01   
| epoch  92 | loss -0.533754415810 | 0.770044848742 bits | time 0:00:01   
| epoch  93 | loss -0.531060016219 | 0.766157651813 bits | time 0:00:01   
| epoch  94 | loss -0.532350040180 | 0.768018762984 bits | time 0:00:02   
| epoch  95 | loss -0.540512634877 | 0.779794897875 bits | time 0:00:01   
| epoch  96 | loss -0.534842421875 | 0.771614509697 bits | time 0:00:01   
| epoch  97 | loss -0.528091622952 | 0.761875165569 bits | time 0:00:01   
| epoch  98 | loss -0.530329072571 | 0.765103123037 bits | time 0:00:01   
| epoch  99 | loss -0.537960066440 | 0.776112320050 bits | time 0:00:01   
| epoch 100 | loss -0.537733951782 | 0.775786105553 bits | time 0:00:01   
| epoch 101 | loss -0.538839454505 | 0.777381008850 bits | time 0:00:02   
| epoch 102 | loss -0.531799116984 | 0.767223948822 bits | time 0:00:01   
| epoch 103 | loss -0.533368066904 | 0.769487465092 bits | time 0:00:01   
| epoch 104 | loss -0.529151629419 | 0.763404431641 bits | time 0:00:01   
| epoch 105 | loss -0.536530533370 | 0.774049939778 bits | time 0:00:02   
| epoch 106 | loss -0.534240099819 | 0.770745542653 bits | time 0:00:01   
| epoch 107 | loss -0.538615659196 | 0.777058140468 bits | time 0:00:01   
| epoch 108 | loss -0.540176969259 | 0.779310634753 bits | time 0:00:01   
| epoch 109 | loss -0.542744693604 | 0.783015077931 bits | time 0:00:01   
| epoch 110 | loss -0.539426321837 | 0.778227679440 bits | time 0:00:01   
| epoch 111 | loss -0.536336571454 | 0.773770111884 bits | time 0:00:02   
| epoch 112 | loss -0.534572309002 | 0.771224819194 bits | time 0:00:01   
| epoch 113 | loss -0.541627739972 | 0.781403654466 bits | time 0:00:01   
| epoch 114 | loss -0.538157853674 | 0.776397666711 bits | time 0:00:01   
| epoch 115 | loss -0.538044346457 | 0.776233910412 bits | time 0:00:01   
| epoch 116 | loss -0.536942273220 | 0.774643954818 bits | time 0:00:01   
| epoch 117 | loss -0.535464846390 | 0.772512478458 bits | time 0:00:01   
| epoch 118 | loss -0.541912970391 | 0.781815154976 bits | time 0:00:01   
| epoch 119 | loss -0.534467606468 | 0.771073765368 bits | time 0:00:01   
| epoch 120 | loss -0.544001851944 | 0.784828774034 bits | time 0:00:01   
| epoch 121 | loss -0.535026890642 | 0.771880641871 bits | time 0:00:01   
| epoch 122 | loss -0.540011562090 | 0.779072002650 bits | time 0:00:01   
| epoch 123 | loss -0.529811373733 | 0.764356241492 bits | time 0:00:01   
| epoch 124 | loss -0.537552992239 | 0.775525036118 bits | time 0:00:01   
| epoch 125 | loss -0.533358098186 | 0.769473083271 bits | time 0:00:01   
| epoch 126 | loss -0.541207661179 | 0.780797608873 bits | time 0:00:01   
| epoch 127 | loss -0.534716197309 | 0.771432406141 bits | time 0:00:01   
| epoch 128 | loss -0.539504684191 | 0.778340732418 bits | time 0:00:01   
| epoch 129 | loss -0.540520107968 | 0.779805679266 bits | time 0:00:01   
| epoch 130 | loss -0.540623975878 | 0.779955528985 bits | time 0:00:01   
| epoch 131 | loss -0.538598693432 | 0.777033664043 bits | time 0:00:01   
| epoch 132 | loss -0.536961206413 | 0.774671269642 bits | time 0:00:01   
| epoch 133 | loss -0.539597831984 | 0.778475116277 bits | time 0:00:01   
| epoch 134 | loss -0.545291578833 | 0.786689456621 bits | time 0:00:01   
| epoch 135 | loss -0.544570053987 | 0.785648516304 bits | time 0:00:01   
| epoch 136 | loss -0.544919812140 | 0.786153110657 bits | time 0:00:01   
| epoch 137 | loss -0.542328263534 | 0.782414296334 bits | time 0:00:01   
| epoch 138 | loss -0.546039976497 | 0.787769166219 bits | time 0:00:01   
| epoch 139 | loss -0.537745673289 | 0.775803016113 bits | time 0:00:01   
| epoch 140 | loss -0.546147743755 | 0.787924641508 bits | time 0:00:01   
| epoch 141 | loss -0.541989003249 | 0.781924847203 bits | time 0:00:01   
| epoch 142 | loss -0.544834262196 | 0.786029688177 bits | time 0:00:01   
| epoch 143 | loss -0.547832645317 | 0.790355440636 bits | time 0:00:01   
| epoch 144 | loss -0.545752302288 | 0.787354140064 bits | time 0:00:01   
| epoch 145 | loss -0.546247049215 | 0.788067909003 bits | time 0:00:01   
| epoch 146 | loss -0.547238942315 | 0.789498908259 bits | time 0:00:01   
| epoch 147 | loss -0.539349871113 | 0.778117384359 bits | time 0:00:01   
| epoch 148 | loss -0.537194112989 | 0.775007282805 bits | time 0:00:01   
| epoch 149 | loss -0.539468753687 | 0.778288895658 bits | time 0:00:01   
| epoch 150 | loss -0.545113171827 | 0.786432069718 bits | time 0:00:01   
| epoch 151 | loss -0.547349628457 | 0.789658594608 bits | time 0:00:01   
| epoch 152 | loss -0.542482901919 | 0.782637392366 bits | time 0:00:01   
| epoch 153 | loss -0.545913655073 | 0.787586922928 bits | time 0:00:01   
| epoch 154 | loss -0.547013690021 | 0.789173937892 bits | time 0:00:01   
| epoch 155 | loss -0.547951330530 | 0.790526667204 bits | time 0:00:01   
| epoch 156 | loss -0.543087349293 | 0.783509425595 bits | time 0:00:01   
| epoch 157 | loss -0.544334798417 | 0.785309114260 bits | time 0:00:01   
| epoch 158 | loss -0.543810207476 | 0.784552289510 bits | time 0:00:01   
| epoch 159 | loss -0.547554541300 | 0.789954221350 bits | time 0:00:01   
| epoch 160 | loss -0.547289720717 | 0.789572166007 bits | time 0:00:01   
| epoch 161 | loss -0.546175583087 | 0.787964805175 bits | time 0:00:02   
| epoch 162 | loss -0.541464370140 | 0.781167961620 bits | time 0:00:01   
| epoch 163 | loss -0.544719531815 | 0.785864167225 bits | time 0:00:01   
| epoch 164 | loss -0.543006698977 | 0.783393071784 bits | time 0:00:01   
| epoch 165 | loss -0.548039841684 | 0.790654361807 bits | time 0:00:01   
| epoch 166 | loss -0.542877572172 | 0.783206781183 bits | time 0:00:01   
| epoch 167 | loss -0.548621994859 | 0.791494231306 bits | time 0:00:01   
| epoch 168 | loss -0.550695390777 | 0.794485509315 bits | time 0:00:01   
| epoch 169 | loss -0.545575459270 | 0.787099009519 bits | time 0:00:02   
| epoch 170 | loss -0.546143718856 | 0.787918834807 bits | time 0:00:01   
| epoch 171 | loss -0.551191670305 | 0.795201489328 bits | time 0:00:01   
| epoch 172 | loss -0.544847984105 | 0.786049484706 bits | time 0:00:01   
| epoch 173 | loss -0.556651264588 | 0.803078018925 bits | time 0:00:01   
| epoch 174 | loss -0.562223572522 | 0.811117159948 bits | time 0:00:01   
| epoch 175 | loss -0.579005088736 | 0.835327770169 bits | time 0:00:01   
| epoch 176 | loss -0.589669440496 | 0.850713177568 bits | time 0:00:01   
| epoch 177 | loss -0.599753414538 | 0.865261276911 bits | time 0:00:01   
| epoch 178 | loss -0.615992466265 | 0.888689276306 bits | time 0:00:01   
| epoch 179 | loss -0.634509921549 | 0.915404317214 bits | time 0:00:01   
| epoch 180 | loss -0.642980172913 | 0.927624306852 bits | time 0:00:01   
| epoch 181 | loss -0.654445916573 | 0.944165878370 bits | time 0:00:01   
| epoch 182 | loss -0.666590442841 | 0.961686726191 bits | time 0:00:02   
| epoch 183 | loss -0.675470945524 | 0.974498583373 bits | time 0:00:02   
| epoch 184 | loss -0.676164336820 | 0.975498935556 bits | time 0:00:01   
| epoch 185 | loss -0.679218301906 | 0.979904875841 bits | time 0:00:02   
| epoch 186 | loss -0.680965286779 | 0.982425242253 bits | time 0:00:01   
| epoch 187 | loss -0.679023134265 | 0.979623308452 bits | time 0:00:02   
| epoch 188 | loss -0.691689493967 | 0.997897002781 bits | time 0:00:01   
| epoch 189 | loss -0.691337882521 | 0.997389734692 bits | time 0:00:01   
| epoch 190 | loss -0.695095431139 | 1.002810731449 bits | time 0:00:01   
| epoch 191 | loss -0.696989684504 | 1.005543561385 bits | time 0:00:01   
| epoch 192 | loss -0.704664805944 | 1.016616421024 bits | time 0:00:01   
| epoch 193 | loss -0.694176506489 | 1.001485003413 bits | time 0:00:01   
| epoch 194 | loss -0.703863714128 | 1.015460689834 bits | time 0:00:02   
| epoch 195 | loss -0.705554386244 | 1.017899814112 bits | time 0:00:01   
| epoch 196 | loss -0.712358259774 | 1.027715728713 bits | time 0:00:01   
| epoch 197 | loss -0.708953269777 | 1.022803366530 bits | time 0:00:01   
| epoch 198 | loss -0.710318526213 | 1.024773015220 bits | time 0:00:01   
| epoch 199 | loss -0.716403186638 | 1.033551324640 bits | time 0:00:01   
| epoch 200 | loss -0.715449894521 | 1.032176014830 bits | time 0:00:01   
| epoch 201 | loss -0.715282597599 | 1.031934656390 bits | time 0:00:01   
| epoch 202 | loss -0.711854480048 | 1.026988928200 bits | time 0:00:01   
| epoch 203 | loss -0.719881158243 | 1.038568977026 bits | time 0:00:01   
| epoch 204 | loss -0.719608636613 | 1.038175811422 bits | time 0:00:01   
| epoch 205 | loss -0.722141839088 | 1.041830450071 bits | time 0:00:01   
| epoch 206 | loss -0.726306809707 | 1.047839232528 bits | time 0:00:01   
| epoch 207 | loss -0.725869638647 | 1.047208528008 bits | time 0:00:01   
| epoch 208 | loss -0.724966163172 | 1.045905088421 bits | time 0:00:01   
| epoch 209 | loss -0.738959325438 | 1.066092954228 bits | time 0:00:01   
| epoch 210 | loss -0.732580769094 | 1.056890642622 bits | time 0:00:01   
| epoch 211 | loss -0.733576319953 | 1.058326918910 bits | time 0:00:01   
| epoch 212 | loss -0.738081091579 | 1.064825930595 bits | time 0:00:01   
| epoch 213 | loss -0.726922833698 | 1.048727967284 bits | time 0:00:01   
| epoch 214 | loss -0.739604857691 | 1.067024260408 bits | time 0:00:01   
| epoch 215 | loss -0.735792978171 | 1.061524880729 bits | time 0:00:01   
| epoch 216 | loss -0.736440289369 | 1.062458753384 bits | time 0:00:01   
| epoch 217 | loss -0.739758635772 | 1.067246115283 bits | time 0:00:01   
| epoch 218 | loss -0.745056068802 | 1.074888695645 bits | time 0:00:01   
| epoch 219 | loss -0.739463587391 | 1.066820450446 bits | time 0:00:01   
| epoch 220 | loss -0.742366448679 | 1.071008394031 bits | time 0:00:01   
| epoch 221 | loss -0.744223231172 | 1.073687164927 bits | time 0:00:01   
| epoch 222 | loss -0.744615520886 | 1.074253119351 bits | time 0:00:01   
| epoch 223 | loss -0.742639135569 | 1.071401798056 bits | time 0:00:01   
| epoch 224 | loss -0.745099389014 | 1.074951193500 bits | time 0:00:02   
| epoch 225 | loss -0.744147403285 | 1.073577768409 bits | time 0:00:01   
| epoch 226 | loss -0.748640747701 | 1.080060294116 bits | time 0:00:01   
| epoch 227 | loss -0.760129100148 | 1.096634483218 bits | time 0:00:01   
| epoch 228 | loss -0.740340411663 | 1.068085440476 bits | time 0:00:01   
| epoch 229 | loss -0.753704860331 | 1.087366264293 bits | time 0:00:01   
| epoch 230 | loss -0.754652652176 | 1.088733638888 bits | time 0:00:01   
| epoch 231 | loss -0.746976459597 | 1.077659233921 bits | time 0:00:01   
| epoch 232 | loss -0.753660281129 | 1.087301950100 bits | time 0:00:01   
| epoch 233 | loss -0.755075821693 | 1.089344143451 bits | time 0:00:01   
| epoch 234 | loss -0.750535009231 | 1.082793135831 bits | time 0:00:01   
| epoch 235 | loss -0.762115630222 | 1.099500440305 bits | time 0:00:01   
| epoch 236 | loss -0.754321456273 | 1.088255824201 bits | time 0:00:01   
| epoch 237 | loss -0.751820277026 | 1.084647385306 bits | time 0:00:01   
| epoch 238 | loss -0.758079748521 | 1.093677893790 bits | time 0:00:01   
| epoch 239 | loss -0.758491579205 | 1.094272039876 bits | time 0:00:01   
| epoch 240 | loss -0.764859625951 | 1.103459189335 bits | time 0:00:01   
| epoch 241 | loss -0.762634797775 | 1.100249440759 bits | time 0:00:01   
| epoch 242 | loss -0.761781695992 | 1.099018675048 bits | time 0:00:01   
| epoch 243 | loss -0.753443189441 | 1.086988752998 bits | time 0:00:01   
| epoch 244 | loss -0.762015080357 | 1.099355377513 bits | time 0:00:01   
| epoch 245 | loss -0.761031948347 | 1.097937017838 bits | time 0:00:01   
| epoch 246 | loss -0.766962780280 | 1.106493399657 bits | time 0:00:01   
| epoch 247 | loss -0.764945659707 | 1.103583309809 bits | time 0:00:01   
| epoch 248 | loss -0.757753212877 | 1.093206802435 bits | time 0:00:01   
| epoch 249 | loss -0.764609355876 | 1.103098125939 bits | time 0:00:01   
| epoch 250 | loss -0.767678068673 | 1.107525342674 bits | time 0:00:01   

Training time 0:05:42   
=========================================================================================
=========================================================================================
